estimated_delivery_days,order_total_value,avg_freight_value,n_items,payment_installments,purchase_month,purchase_day_of_week,customer_state,primary_seller_state,primary_product_category,payment_type,is_delayed
25.32084490740741,244.35,17.35,1,1.0,8,2,SC,SP,esporte_lazer,boleto,0
29.27833333333333,39.25,11.85,1,1.0,5,1,SP,SP,cama_mesa_banho,debit_card,0
28.232916666666668,138.03,36.03,1,2.0,9,6,AL,SP,beleza_saude,credit_card,1
28.41060185185185,261.96000000000004,51.97,1,1.0,4,0,MT,RS,casa_construcao,credit_card,0
18.545925925925925,82.98,13.08,1,1.0,1,3,SP,SP,moveis_decoracao,credit_card,0
23.55280092592593,169.35000000000002,20.02,1,1.0,3,5,SP,PR,utilidades_domesticas,credit_card,0
30.270949074074075,220.08,18.97,3,1.0,2,0,ES,SP,informatica_acessorios,boleto,0
27.522986111111116,90.25,25.26,1,4.0,5,2,SE,MA,beleza_saude,credit_card,1
20.09263888888889,435.6,105.7,1,10.0,8,0,PR,SP,moveis_escritorio,credit_card,0
21.40828703703704,369.86,16.94,2,3.0,7,0,RS,SC,utilidades_domesticas,credit_card,0
20.520347222222224,64.46,15.56,1,2.0,3,3,MG,SP,cama_mesa_banho,credit_card,1
26.46605324074074,1053.74,108.74,1,10.0,10,4,RS,DF,informatica_acessorios,credit_card,0
30.140729166666667,149.49,19.5,1,1.0,2,0,RS,SP,cool_stuff,boleto,0
34.07460648148148,96.8,17.8,1,4.0,1,1,RS,SP,papelaria,credit_card,0
33.330416666666665,165.25,26.25,1,1.0,8,2,PA,SP,esporte_lazer,boleto,0
29.39809027777778,337.42,18.42,1,1.0,6,1,RS,SP,perfumaria,boleto,0
33.27591435185185,113.11,23.21,1,4.0,3,2,RJ,SP,cama_mesa_banho,credit_card,0
24.06085648148148,50.38,12.48,1,1.0,7,5,RJ,MG,brinquedos,boleto,0
28.11086805555556,217.74,17.84,1,1.0,12,1,GO,MG,beleza_saude,boleto,0
42.05601851851852,163.56,5.53,3,2.0,11,1,RS,SP,moveis_decoracao,credit_card,0
16.173136574074075,118.86,8.96,1,10.0,1,0,SP,SP,construcao_ferramentas_construcao,credit_card,0
39.308252314814816,258.85,20.320000000000004,3,10.0,3,4,RS,SP,relogios_presentes,credit_card,0
20.544155092592597,109.4,43.4,1,1.0,6,3,SP,SP,automotivo,boleto,0
26.391458333333333,19.62,8.72,1,1.0,1,3,PR,PR,fashion_bolsas_e_acessorios,boleto,0
27.468738425925928,99.43,19.53,1,1.0,3,3,SP,SC,moveis_decoracao,boleto,0
26.64384259259259,123.27,23.28,1,1.0,4,2,SC,SP,artes,credit_card,0
19.340092592592597,134.1,17.06,2,1.0,4,4,PR,MG,esporte_lazer,credit_card,0
28.45024305555556,64.56,18.23,1,1.0,4,2,MG,SP,esporte_lazer,credit_card,0
29.4315625,122.69,23.2,1,7.0,5,6,PE,MG,bebes,credit_card,0
41.14734953703704,141.55,34.55,1,7.0,2,1,RO,SP,esporte_lazer,credit_card,0
19.53121527777778,187.89,36.19,1,1.0,4,3,DF,SP,eletrodomesticos,credit_card,1
24.564710648148147,237.63,15.64,1,2.0,4,5,SP,SP,bebes,credit_card,0
17.30146990740741,91.48,16.49,1,1.0,5,3,ES,SP,esporte_lazer,credit_card,1
20.89692129629629,64.98,18.23,1,1.0,5,2,MG,SP,eletrodomesticos,boleto,0
22.03423611111111,135.59,15.6,1,6.0,3,5,RJ,SP,cool_stuff,credit_card,0
23.19564814814815,65.1,15.1,1,1.0,2,0,SC,SP,automotivo,boleto,0
34.24557870370371,71.96,23.06,1,1.0,6,3,PA,MG,informatica_acessorios,credit_card,0
8.528622685185185,163.52,9.26,2,1.0,4,0,SP,SP,esporte_lazer,credit_card,0
21.47524305555556,345.15,20.15,1,1.0,3,0,MG,SP,beleza_saude,boleto,0
23.629780092592597,75.67999999999999,12.78,1,1.0,12,1,SP,SP,cama_mesa_banho,boleto,0
16.305104166666666,104.47,16.47,1,2.0,5,4,SP,MG,pet_shop,credit_card,0
58.15549768518518,68.72,18.82,1,4.0,10,5,GO,RJ,beleza_saude,credit_card,0
38.19501157407407,64.0,14.1,1,6.0,5,0,DF,MG,esporte_lazer,credit_card,0
22.385902777777776,139.61,14.62,1,10.0,1,2,SP,MG,bebes,credit_card,0
21.00341435185185,225.43,26.43,1,4.0,11,3,RJ,PR,moveis_decoracao,credit_card,1
20.99391203703704,164.62,12.41,2,6.0,1,4,SP,SP,moveis_decoracao,credit_card,0
21.077418981481483,156.45,27.45,1,1.0,4,3,PI,SP,esporte_lazer,boleto,1
28.14655092592593,197.72,27.73,1,2.0,10,2,MT,PR,informatica_acessorios,credit_card,0
21.320833333333333,106.11,51.11,1,10.0,7,3,RN,SP,relogios_presentes,credit_card,0
17.518217592592592,173.67000000000002,23.77,1,10.0,8,4,GO,PE,informatica_acessorios,credit_card,0
15.71800925925926,53.88,8.88,1,1.0,4,2,SP,SP,esporte_lazer,credit_card,0
25.22908564814815,282.52,22.62,1,6.0,11,5,BA,PR,brinquedos,credit_card,1
30.15193287037037,84.15,25.25,1,1.0,10,1,RS,SP,bebes,voucher,0
28.495729166666667,144.99,45.99,1,3.0,1,2,RS,ES,ferramentas_jardim,credit_card,0
21.014444444444443,88.84,25.94,1,1.0,3,1,MG,SP,eletronicos,boleto,0
16.310833333333335,163.11,5.37,3,1.0,10,1,MG,SP,fashion_roupa_masculina,credit_card,0
10.890949074074074,159.14,9.24,1,2.0,10,6,SP,SP,beleza_saude,credit_card,0
10.0553125,120.81,34.91,1,5.0,7,0,SP,SP,moveis_decoracao,credit_card,0
7.681655092592592,27.3,7.4,1,1.0,8,3,SP,SP,esporte_lazer,boleto,0
43.3190625,161.86,19.96,1,1.0,6,0,SP,PR,beleza_saude,credit_card,0
26.37388888888889,55.11,16.11,1,2.0,11,3,PR,SP,perfumaria,credit_card,0
26.118622685185183,292.94,43.94,1,2.0,12,2,RJ,SP,eletronicos,credit_card,0
37.29902777777778,157.02,18.52,2,6.0,6,0,RJ,SP,cama_mesa_banho,credit_card,0
18.42599537037037,77.94,18.04,1,1.0,8,6,MG,MG,papelaria,boleto,0
10.155486111111111,78.11,12.48,1,3.0,8,0,SP,SP,beleza_saude,credit_card,0
22.316076388888888,72.96,14.235,2,1.0,6,1,MG,SP,cama_mesa_banho,boleto,0
10.457511574074074,57.51,7.61,1,1.0,8,3,SP,SP,esporte_lazer,credit_card,0
17.246898148148148,87.73,8.3,1,2.0,1,6,SP,SP,informatica_acessorios,credit_card,0
18.621516203703703,162.10000000000002,18.3,1,3.0,3,3,SP,SP,automotivo,credit_card,0
41.11071759259259,44.41,22.09,1,1.0,6,2,BA,MG,informatica_acessorios,credit_card,0
25.33836805555556,142.96,25.66,1,7.0,5,4,ES,SP,automotivo,credit_card,0
23.00930555555556,174.74,16.74,1,3.0,9,4,SP,SP,relogios_presentes,credit_card,0
14.4615625,134.43,9.44,1,4.0,1,3,MG,MG,bebes,credit_card,0
34.245358796296294,139.8,0.0,2,1.0,5,1,RJ,SP,moveis_decoracao,credit_card,0
17.69707175925926,292.92,26.46,2,8.0,2,0,MG,MG,ferramentas_jardim,credit_card,0
14.064305555555556,52.78,12.79,1,1.0,5,3,SP,SP,fashion_bolsas_e_acessorios,credit_card,0
19.03351851851852,86.25,14.25,1,1.0,10,3,ES,SP,esporte_lazer,boleto,0
26.549988425925925,90.17,15.27,1,1.0,2,5,SP,PR,informatica_acessorios,credit_card,0
23.167291666666667,221.39,26.4,1,1.0,11,4,BA,SP,esporte_lazer,boleto,0
27.22109953703704,156.84,16.85,1,12.0,3,3,SP,SP,moveis_escritorio,credit_card,0
33.39579861111111,27.42,14.52,1,1.0,4,1,MG,SP,automotivo,credit_card,0
24.13335648148148,204.54,24.64,1,1.0,8,0,RJ,PR,moveis_decoracao,boleto,0
17.56715277777778,142.51,12.61,1,1.0,1,4,SP,SP,cama_mesa_banho,boleto,0
25.628796296296297,87.8,37.9,1,1.0,2,2,PI,SP,ferramentas_jardim,voucher,0
24.355127314814816,741.75,101.85,1,1.0,11,4,SP,SC,eletrodomesticos_2,boleto,0
20.087847222222223,165.8,15.9,1,3.0,4,2,PR,PR,esporte_lazer,credit_card,0
15.028078703703704,743.04,23.14,1,3.0,8,1,MG,SP,relogios_presentes,credit_card,0
27.58325231481481,322.96,23.96,1,15.0,12,3,RJ,PR,moveis_decoracao,credit_card,0
30.117233796296297,42.69,16.79,1,4.0,11,4,MT,SP,esporte_lazer,credit_card,0
32.2359375,135.76,17.76,1,1.0,7,6,RJ,PR,construcao_ferramentas_ferramentas,credit_card,0
17.524340277777778,212.03,12.03,1,1.0,4,5,SP,SP,brinquedos,credit_card,0
27.9784375,35.69,15.79,1,3.0,10,4,BA,SP,audio,credit_card,1
21.41508101851852,68.13,18.23,1,3.0,5,1,MG,RJ,beleza_saude,credit_card,0
17.997708333333332,160.22,20.32,1,2.0,4,0,SP,SP,esporte_lazer,credit_card,0
20.476296296296297,68.39,13.4,1,1.0,7,3,SP,SP,beleza_saude,boleto,0
18.488796296296297,185.47,8.98,1,2.0,2,5,SP,SP,informatica_acessorios,credit_card,0
24.60744212962963,621.07,22.07,1,8.0,5,0,SP,PR,relogios_presentes,credit_card,0
31.096979166666667,155.14,17.67,2,2.0,8,4,RJ,SP,ferramentas_jardim,credit_card,0
24.50266203703704,199.04,19.53,2,5.0,4,6,PR,SP,cama_mesa_banho,credit_card,0
11.507766203703705,48.870000000000005,8.88,1,1.0,5,4,SP,SP,automotivo,credit_card,0
10.166631944444443,90.49,15.59,1,4.0,8,5,PR,PR,beleza_saude,credit_card,0
27.524166666666662,133.68,14.18,1,1.0,7,1,SP,PR,informatica_acessorios,credit_card,0
27.971493055555555,108.85,48.95,1,1.0,8,2,RS,SP,esporte_lazer,credit_card,0
20.05211805555556,87.03,12.03,1,1.0,5,2,SP,SP,informatica_acessorios,credit_card,0
20.225821759259254,246.64,18.61,2,5.0,4,3,SP,MG,automotivo,credit_card,0
17.297997685185184,43.22,16.32,1,1.0,3,4,MG,SP,informatica_acessorios,boleto,0
27.45164351851852,105.38,15.39,1,8.0,12,1,MG,SP,beleza_saude,credit_card,0
18.085925925925928,144.18,18.98,1,2.0,7,2,SC,SP,automotivo,credit_card,0
18.27929398148148,172.96,13.47,1,1.0,3,5,SP,SP,consoles_games,credit_card,1
27.585231481481483,365.3200000000001,36.1,1,1.0,10,2,SP,BA,telefonia,voucher,0
34.68739583333333,544.4100000000001,65.37,1,10.0,6,2,DF,RS,beleza_saude,credit_card,0
34.86876157407407,46.0,14.1,1,1.0,1,3,RJ,MG,informatica_acessorios,credit_card,0
18.6025,82.73,12.83,1,1.0,8,3,SP,SP,cama_mesa_banho,boleto,0
26.210763888888888,101.21,22.48,1,2.0,7,1,RJ,PR,pet_shop,credit_card,0
5.318206018518518,41.88,7.98,1,1.0,8,4,SP,SP,esporte_lazer,boleto,1
22.10960648148148,125.52,15.52,1,3.0,11,6,RJ,SP,cama_mesa_banho,credit_card,1
23.027615740740742,37.38,12.48,1,1.0,7,0,MG,SP,brinquedos,credit_card,0
45.23962962962963,142.5,13.5,1,1.0,5,6,RJ,MG,utilidades_domesticas,boleto,0
15.979328703703704,73.34,13.44,1,1.0,10,0,SP,SP,automotivo,credit_card,0
18.091215277777778,162.64,14.64,1,1.0,9,2,SP,SP,cama_mesa_banho,credit_card,0
32.51394675925926,218.3,18.4,1,5.0,1,3,RS,RJ,beleza_saude,credit_card,0
33.11417824074074,54.13,18.23,1,2.0,3,2,RJ,SP,beleza_saude,credit_card,1
30.54885416666667,417.19,27.29,1,5.0,3,1,CE,RJ,perfumaria,credit_card,0
14.638645833333332,24.68,7.78,1,1.0,1,1,SP,SP,cama_mesa_banho,credit_card,0
22.05287037037037,35.4,15.1,1,2.0,3,6,GO,SP,fashion_bolsas_e_acessorios,credit_card,1
33.23149305555555,48.69,16.79,1,1.0,2,1,SC,MG,informatica_acessorios,boleto,1
33.66616898148148,237.3,17.3,1,1.0,5,3,SP,MG,informatica_acessorios,credit_card,0
19.554189814814816,274.64,21.585,2,6.0,3,1,MG,SP,cama_mesa_banho,credit_card,0
25.20930555555556,138.92000000000002,18.92,1,1.0,4,2,SP,SP,beleza_saude,credit_card,0
17.611539351851853,122.83,12.84,1,1.0,5,0,MG,SP,esporte_lazer,credit_card,0
26.570740740740742,44.04,16.05,1,3.0,2,5,RS,SP,telefonia,credit_card,0
19.266585648148148,32.53,18.23,1,1.0,4,3,RJ,SP,eletrodomesticos,boleto,0
32.58234953703704,123.18,23.28,1,3.0,5,3,RS,SP,cama_mesa_banho,credit_card,0
31.62516203703704,64.1,14.1,1,5.0,2,6,RS,SP,utilidades_domesticas,credit_card,0
19.340069444444445,34.75,11.85,1,1.0,11,2,SP,SP,cama_mesa_banho,boleto,0
15.579097222222222,38.94,9.94,1,3.0,10,2,SP,SP,casa_conforto,credit_card,0
16.36636574074074,118.07,18.58,1,2.0,5,0,SP,MG,bebes,credit_card,0
23.570046296296297,37.0,15.1,1,1.0,7,0,ES,SP,brinquedos,credit_card,0
24.122881944444444,413.17,17.52,1,6.0,11,4,MG,RJ,beleza_saude,credit_card,0
18.031979166666662,47.69,12.69,1,4.0,9,4,SP,SP,utilidades_domesticas,credit_card,0
28.118622685185183,55.0,15.1,1,5.0,12,1,SP,SC,instrumentos_musicais,credit_card,0
20.400810185185183,310.1,15.15,2,3.0,3,4,RJ,ES,ferramentas_jardim,credit_card,0
29.505694444444444,143.81,11.82,1,2.0,5,1,RJ,SP,cool_stuff,credit_card,0
13.489895833333334,931.53,11.51,3,1.0,6,3,SP,SP,informatica_acessorios,credit_card,0
39.01439814814815,404.44,18.22,2,1.0,6,6,RJ,PR,beleza_saude,debit_card,0
12.316851851851853,115.04,25.14,1,5.0,8,4,SP,SP,sinalizacao_e_seguranca,credit_card,0
26.115,110.19,12.19,1,4.0,12,3,SP,SP,beleza_saude,credit_card,0
25.499583333333334,266.07,27.17,1,6.0,5,2,RJ,SP,automotivo,credit_card,0
26.32050925925926,62.59,12.69,1,1.0,12,2,SP,SP,brinquedos,credit_card,0
7.453263888888888,54.92,7.56,2,1.0,8,0,RJ,RJ,utilidades_domesticas,credit_card,0
24.97203703703704,268.98,19.98,1,4.0,8,0,BA,RN,moveis_decoracao,credit_card,1
20.370578703703703,118.65,18.75,1,1.0,6,1,PR,PR,moveis_decoracao,credit_card,0
33.12542824074074,377.03,27.13,1,10.0,3,3,MG,PR,beleza_saude,credit_card,0
10.44832175925926,54.62,8.72,1,1.0,5,0,SP,SP,cool_stuff,credit_card,0
30.322002314814814,105.87,17.87,1,2.0,12,5,RJ,SP,cool_stuff,credit_card,1
30.290636574074075,556.09,20.19,1,1.0,2,6,MG,SC,beleza_saude,boleto,0
23.23574074074074,172.84,23.84,1,2.0,1,0,MG,MG,informatica_acessorios,credit_card,0
39.30271990740741,111.72,24.82,1,1.0,4,2,RJ,SP,cama_mesa_banho,boleto,0
22.122939814814814,206.76,17.76,1,4.0,10,1,SP,DF,telefonia,credit_card,0
30.48784722222222,187.06,19.06,1,1.0,6,0,SP,SC,pet_shop,credit_card,0
24.97798611111111,73.06,23.07,1,3.0,7,5,AL,SP,telefonia,credit_card,0
37.54038194444445,182.66,43.01,1,8.0,1,0,PA,RJ,beleza_saude,credit_card,0
10.00289351851852,108.04,9.05,1,1.0,4,6,SP,SP,moveis_decoracao,credit_card,0
18.359212962962964,603.52,23.25,1,3.0,7,3,SP,MG,informatica_acessorios,credit_card,0
15.629375,383.95,34.05,1,5.0,2,2,SP,SP,moveis_escritorio,credit_card,0
25.294699074074074,34.0,14.1,1,1.0,11,5,RJ,SP,brinquedos,boleto,0
21.45607638888889,131.67000000000002,18.67,1,6.0,4,2,SC,SP,esporte_lazer,credit_card,0
21.383113425925927,64.09,14.1,1,2.0,5,1,PR,SP,telefonia,credit_card,0
13.160486111111112,36.16,14.46,1,2.0,7,1,SP,SP,casa_construcao,credit_card,0
5.567650462962963,14.29,7.39,1,1.0,8,2,SP,SP,esporte_lazer,credit_card,0
21.974108796296296,63.27,13.37,1,2.0,2,0,SP,SP,ferramentas_jardim,credit_card,0
11.432291666666666,283.92,17.465,2,1.0,8,4,PR,SP,automotivo,voucher,0
7.533009259259259,57.5,8.5,1,1.0,7,6,SP,SP,relogios_presentes,credit_card,0
28.52943287037037,137.1,51.1,1,5.0,3,2,PB,MG,fashion_bolsas_e_acessorios,credit_card,0
9.110185185185186,27.68,7.78,1,1.0,10,1,SP,SP,audio,credit_card,0
14.295034722222224,27.77,7.78,1,1.0,2,2,SP,SP,eletronicos,boleto,0
23.585266203703704,305.98,14.09,2,2.0,5,4,SP,PR,informatica_acessorios,credit_card,0
35.1096412037037,278.22,39.22,1,4.0,12,1,PB,SP,papelaria,credit_card,0
16.01940972222222,45.27,9.27,1,3.0,1,1,SP,SP,beleza_saude,credit_card,0
19.240729166666668,44.38,12.48,1,1.0,8,5,MG,MG,informatica_acessorios,boleto,0
14.24167824074074,70.89,20.99,1,7.0,7,0,SP,SP,ferramentas_jardim,credit_card,0
21.6371875,285.3,12.75,2,8.0,4,0,SP,SP,cama_mesa_banho,credit_card,0
33.976875,174.09,19.18,1,1.0,7,4,RS,SP,relogios_presentes,boleto,0
31.14490740740741,85.95,18.05,1,1.0,7,5,PR,MG,utilidades_domesticas,voucher,0
42.43710648148148,45.25,24.35,1,1.0,2,1,RO,MG,informatica_acessorios,credit_card,0
21.06866898148148,33.1,15.1,1,1.0,9,2,MG,SP,consoles_games,credit_card,1
26.194421296296294,34.09,14.1,1,3.0,5,2,RS,SP,telefonia,credit_card,0
26.006909722222225,279.59000000000003,15.6,1,3.0,8,1,RS,SP,informatica_acessorios,credit_card,0
32.19644675925926,90.29,15.62,1,1.0,7,6,ES,RJ,relogios_presentes,boleto,0
23.17298611111111,437.18,19.18,1,2.0,8,1,SC,SP,beleza_saude,credit_card,0
23.494942129629628,289.22,19.77,1,5.0,4,0,DF,MG,beleza_saude,credit_card,0
13.3925,78.64,8.65,1,1.0,6,3,SP,SP,informatica_acessorios,credit_card,0
10.521076388888888,343.07,11.07,1,5.0,7,0,SP,SP,consoles_games,credit_card,0
21.120416666666667,40.0,15.1,1,1.0,8,0,SC,SP,brinquedos,credit_card,0
21.57623842592593,169.09,19.1,1,1.0,8,1,RJ,MG,casa_conforto,boleto,0
7.392314814814815,340.07,10.07,1,8.0,5,3,SP,SP,beleza_saude,credit_card,1
22.072141203703705,97.81,17.81,1,4.0,11,6,SP,PR,cama_mesa_banho,credit_card,0
43.37284722222222,72.83,22.93,1,1.0,5,2,SC,SP,relogios_presentes,credit_card,0
34.60730324074074,123.42,23.42,1,2.0,6,4,SP,MT,bebes,credit_card,0
18.064976851851853,123.67,13.67,1,1.0,4,4,SP,SP,beleza_saude,credit_card,0
31.481261574074075,83.93,18.03,1,2.0,5,6,BA,SP,cama_mesa_banho,credit_card,0
21.39850694444445,335.98,16.98,1,1.0,11,2,GO,SP,relogios_presentes,boleto,0
31.17886574074074,352.58000000000004,52.6,1,1.0,4,0,MT,RS,construcao_ferramentas_seguranca,credit_card,0
15.32798611111111,61.47,8.27,1,1.0,1,0,SP,SP,cama_mesa_banho,credit_card,0
32.50452546296296,222.82,14.82,1,1.0,5,3,SP,SP,beleza_saude,credit_card,0
25.00744212962963,231.3,41.4,1,4.0,5,3,BA,MG,moveis_sala,credit_card,0
22.534293981481483,782.97,83.07,1,1.0,7,1,RJ,SP,eletronicos,voucher,0
23.10734953703704,762.33,63.33,1,8.0,9,6,MA,SP,eletrodomesticos,credit_card,0
25.36019675925926,36.28,12.48,1,1.0,12,2,MG,MG,esporte_lazer,boleto,0
26.16181712962963,123.47,23.57,1,10.0,2,2,MG,PR,moveis_decoracao,credit_card,0
32.59096064814815,143.28,23.38,1,1.0,3,3,RJ,SP,automotivo,boleto,0
15.236342592592592,162.15,12.25,1,1.0,1,6,SP,SP,brinquedos,credit_card,0
23.51765046296296,177.14,67.14,1,1.0,3,1,SP,MG,ferramentas_jardim,credit_card,0
27.36868055555556,108.0,21.1,1,10.0,12,0,MG,SP,cama_mesa_banho,credit_card,0
11.347314814814816,196.25,36.35,1,5.0,8,4,MS,SP,cama_mesa_banho,credit_card,1
25.49590277777778,153.51999999999998,16.86,2,2.0,9,4,RJ,PR,esporte_lazer,credit_card,0
30.332118055555554,144.75,17.33,1,2.0,11,1,MG,PR,informatica_acessorios,credit_card,0
25.43696759259259,139.8,0.0,2,2.0,4,2,RJ,SP,moveis_decoracao,credit_card,0
31.591828703703705,210.29,14.39,1,1.0,8,3,SP,PR,informatica_acessorios,boleto,0
37.07436342592592,324.15,24.84,5,3.0,2,1,AP,SP,telefonia_fixa,credit_card,0
23.23876157407408,369.66,14.11,6,4.0,4,6,SP,SP,moveis_decoracao,credit_card,0
26.33864583333333,45.1,15.1,1,2.0,1,4,MG,SP,cama_mesa_banho,credit_card,0
21.64409722222222,275.48,15.37,4,1.0,4,3,RJ,SP,eletroportateis,boleto,0
5.301574074074074,143.94,11.94,1,1.0,8,1,SP,SP,cool_stuff,credit_card,0
28.35244212962963,311.21000000000004,111.22,1,10.0,11,0,CE,SP,moveis_decoracao,credit_card,0
50.65935185185185,108.51,18.51,1,10.0,6,0,RJ,MG,consoles_games,credit_card,0
27.21555555555556,73.38,18.48,1,1.0,7,4,SC,RS,esporte_lazer,credit_card,0
33.14050925925926,55.09,25.19,1,2.0,9,3,RJ,MG,fashion_bolsas_e_acessorios,credit_card,0
11.988611111111112,33.77,8.27,1,3.0,2,2,SP,SP,cama_mesa_banho,credit_card,0
38.26869212962963,577.0,18.0,1,1.0,1,0,SC,SP,eletrodomesticos_2,boleto,0
40.19908564814815,211.74,16.87,2,3.0,1,3,SP,RS,utilidades_domesticas,credit_card,0
21.10585648148148,157.22,17.23,1,1.0,1,2,PR,SP,cool_stuff,credit_card,0
22.15953703703704,361.04,17.76,4,1.0,5,1,PR,SP,moveis_decoracao,boleto,0
21.0171875,195.91,16.01,1,8.0,9,0,RJ,SP,relogios_presentes,credit_card,1
10.0946875,47.29,7.39,1,4.0,5,0,SP,SP,livros_interesse_geral,credit_card,0
25.002754629629628,218.66,57.34,2,4.0,10,6,DF,SP,beleza_saude,credit_card,0
25.998738425925925,135.17,16.59,1,13.0,6,5,PR,SP,cama_mesa_banho,credit_card,0
35.15953703703704,225.23,26.23,1,2.0,2,3,SP,SC,eletrodomesticos_2,credit_card,0
27.035671296296297,44.0,14.1,1,2.0,1,0,DF,RJ,esporte_lazer,credit_card,0
20.617118055555554,142.20000000000002,12.3,1,1.0,4,2,SP,SP,brinquedos,credit_card,0
27.532372685185184,231.96,21.96,1,6.0,10,3,SP,PR,esporte_lazer,credit_card,0
25.46005787037037,130.56,21.56,1,1.0,9,2,PI,SP,eletronicos,boleto,0
23.295983796296294,27.79,12.79,1,2.0,6,5,SP,SP,beleza_saude,credit_card,0
30.15395833333333,141.54000000000002,21.64,1,1.0,1,5,GO,PR,brinquedos,boleto,0
11.251493055555557,78.42,18.52,1,1.0,8,2,SP,RJ,eletronicos,credit_card,0
10.37513888888889,55.98,16.08,1,5.0,6,4,SP,SP,cama_mesa_banho,credit_card,0
33.23782407407408,990.54,21.54,1,10.0,4,1,MG,RJ,cool_stuff,credit_card,0
19.698506944444443,81.89,11.99,1,1.0,5,3,SP,SP,fashion_bolsas_e_acessorios,voucher,0
26.251215277777774,80.51,12.61,1,2.0,2,1,SP,PR,informatica_acessorios,credit_card,1
32.28628472222222,247.16,32.16,1,5.0,4,5,BA,SP,cool_stuff,credit_card,0
23.4440625,248.35,18.36,1,8.0,8,5,MG,RJ,relogios_presentes,credit_card,0
28.58039351851852,162.86,33.36,1,1.0,6,2,TO,SP,informatica_acessorios,boleto,0
21.64872685185185,70.92999999999999,11.03,1,1.0,5,3,SP,SP,esporte_lazer,boleto,0
26.215358796296297,153.31,14.31,1,3.0,6,1,MG,MG,relogios_presentes,credit_card,0
26.097928240740742,36.49,11.74,1,1.0,2,2,SP,SP,moveis_decoracao,voucher,0
10.53960648148148,163.13,15.34,1,1.0,8,0,SP,PR,fashion_bolsas_e_acessorios,credit_card,0
29.189756944444444,68.03999999999999,19.04,1,2.0,3,6,PA,SP,fashion_bolsas_e_acessorios,credit_card,1
30.203530092592597,156.02,17.12,1,1.0,4,5,SP,SP,climatizacao,credit_card,0
